code	name	category	source	dualo_code
0,1,2,5,7,8,11	Mela Ganamurti (Inde)	7 notes	Harmonics.com	0,13,14,17,7,20,11
0,3,4,5,7,8,11	Mela Gangeyabhusani (Inde)	7 notes	Harmonics.com	0,3,4,17,7,20,11
0,1,3,6,7,8,9	Mela Gavambohdi (Inde)	7 notes	Harmonics.com	0,13,3,6,7,20,21,0,13,3,18,7,20,21
0,1,4,5,7,10,11	Mela Hatakambari (Inde)	7 notes	Harmonics.com	0,13,4,17,7,10,11
0,1,2,6,7,8,10	Mela Jalarnava (Inde)	7 notes	Harmonics.com	0,13,14,6,7,20,10,0,13,14,18,7,20,10
0,1,2,6,7,8,11	Mela Jhalavarali (Inde)	7 notes	Harmonics.com	0,13,14,6,7,20,11,0,13,14,18,7,20,11
0,2,3,5,7,8,9	Mela Jhankaradhvani (Inde)	7 notes	Harmonics.com	0,14,3,17,7,20,21
0,3,4,6,7,8,10	Mela Jhotisvarupini (Inde)	7 notes	Harmonics.com	0,3,4,18,7,20,10,0,3,4,6,7,20,10
0,2,4,6,7,8,9	Mela Kantamani (Inde)	7 notes	Harmonics.com	0,14,4,6,7,20,21,0,14,4,18,7,20,21
0,1,2,5,7,9,11	Mela Manavati (Inde)	7 notes	Harmonics.com	0,13,14,17,7,21,11
0,2,4,5,7,10,11	Mela Nagananadini (Inde)	7 notes	Harmonics.com	0,14,4,17,7,10,11
0,1,4,6,7,8,10	Mela Namanararayani (Inde)	7 notes	Harmonics.com	0,13,4,18,7,20,10,0,13,4,6,7,20,10
0,1,2,6,7,9,11	Mela Pavani (Inde)	7 notes	Harmonics.com	0,13,14,6,7,21,11,0,13,14,18,7,21,11
0,3,4,5,7,8,10	Mela Ragavardhani (Inde)	7 notes	Harmonics.com	0,3,4,17,7,20,10
0,1,2,6,7,10,11	Mela Raghupriya (Inde)	7 notes	Harmonics.com	0,13,14,18,7,10,11,0,13,14,6,7,10,11
0,3,4,6,7,10,11	Mela Rasikapriya (Inde)	7 notes	Harmonics.com	0,3,4,18,7,10,11,0,3,4,6,7,10,11
0,1,2,5,7,8,10	Mela Ratnangi (Inde)	7 notes	Harmonics.com	0,13,14,17,7,20,10
0,1,3,5,7,10,11	Mela Rupavati (Inde)	7 notes	Harmonics.com	0,13,3,17,7,10,11
0,1,2,6,7,8,9	Mela Salaga (Inde)	7 notes	Harmonics.com	0,13,14,6,7,20,21,0,13,14,18,7,20,21
0,1,3,5,7,8,9	Mela Senavati (Inde)	7 notes	Harmonics.com	0,13,3,17,7,20,21
0,3,4,6,7,8,9	Mela Sucaritra (Inde)	7 notes	Harmonics.com	0,3,4,18,7,20,21,0,3,4,6,7,20,21
0,2,3,6,7,8,9	Mela Syamalangi (Inde)	7 notes	Harmonics.com	0,14,3,6,7,20,21,0,14,3,18,7,20,21
0,1,2,5,6,7,10,11	Mela Tanarupi (Inde)	8 notes	Harmonics.com	0,13,14,17,6,7,10,11,0,13,14,17,18,7,10,11
0,1,2,5,7,10,11	Mela Tanarupi (Inde)	7 notes	Harmonics.com	0,13,14,17,7,10,11
0,1,2,5,7,9,10	Mela Vanaspati (Inde)	7 notes	Harmonics.com	0,13,14,17,7,21,10
0,2,3,5,7,10,11	Mela Varunapriya (Inde)	7 notes	Harmonics.com	0,14,3,17,7,10,11
0,1,4,6,7,10,11	Mela Visvambhari (Inde)	7 notes	Harmonics.com	0,13,4,18,7,10,11,0,13,4,6,7,10,11
0,3,4,5,7,8,9	Mela Yagapriya (Inde)	7 notes	Harmonics.com	0,3,4,17,7,20,21
0,2,3,5,6,8,10,11	Messiaen 2 Selon Brown	8 notes	Harmonics.com	0,14,3,17,6,20,10,11,0,14,3,17,18,20,10,11
0,1,3,5,6,7,9,11	Messiaen 3 Selon Brown,Messiaen 6e Mode	8 notes	Harmonics.com	0,13,3,17,6,7,21,11,0,13,3,17,18,7,21,11
0,1,2,5,6,7,8,11	Messiaen 5 Selon Brown,Messiaen Mode 4,Mode 4	8 notes	Harmonics.com	0,13,14,17,6,7,20,11,0,13,14,17,18,7,20,11
0,1,2,6,7,8	Messiaen 5e Mode,Messiaen Mode 5	6 notes	Harmonics.com	0,13,14,6,7,20,0,13,14,18,7,20
0,2,4,5,6,8,10,11	Messiaen 7 Selon Brown,Messiaen Mode 6 Inverse	8 notes	Harmonics.com	0,14,4,17,6,20,10,11,0,14,4,17,18,20,10,11
0,2,5,6,8,11	Mode Tronqué 2	6 notes	Harmonics.com	0,14,17,6,20,11,0,14,17,18,20,11
0,3,4,5,9,11	Messiaen Mode 2	6 notes	Harmonics.com	0,3,4,17,21,11
0,1,2,3,6,7,8,9	Messiaen Mode 4 Bémol	8 notes	Harmonics.com	0,13,14,3,6,7,20,21,0,13,14,3,18,7,20,21
0,3,4,5,6,9,10,11	Messiaen Mode 4 Inverse	8 notes	Harmonics.com	0,3,4,17,18,21,10,11,0,3,4,17,6,21,10,11
0,1,5,6,7,11	Mode 5	6 notes	Harmonics.com	0,13,17,18,7,11,0,13,17,6,7,11
0,4,5,6,10,11	Messiaen Mode 5 Inverse	6 notes	Harmonics.com	0,4,17,18,10,11,0,4,17,6,10,11
0,1,2,4,6,7,8,10	Messiaen Mode 6	8 notes	Harmonics.com	0,13,14,4,6,7,20,10,0,13,14,4,18,7,20,10
0,1,4,5,8,9	Messiaen Mode Tronqué 3	6 notes	Harmonics.com	0,13,4,17,20,21
0,3,5,7,9	Mineur 6e Ajoutée,Pentatonique Mineur Sixième Ajoutée	5 notes	Harmonics.com	0,3,17,7,21
0,2,3,4,7,9,10	Bebop Mineur Heptatonique	7 notes	Harmonics.com	0,14,3,4,7,21,10
0,2,3,6,7,8,10,11	Gypsy Mineur	8 notes	Harmonics.com	0,14,3,18,7,20,10,11,0,14,3,6,7,20,10,11
0,2,3,5,7	Pentacorde Mineur,Chad Gadyo (Israël)	5 notes	Harmonics.com	0,14,3,17,7
0,2,4,5,8,9,10	Mixolydien Augmentée	7 notes	Harmonics.com	0,14,4,17,20,21,10
0,2,4,5,6,9,10	Mixolydien B5	7 notes	Harmonics.com	0,14,4,17,6,21,10,0,14,4,17,18,21,10
0,2,5,7,9,10	Mixolydien Hexatonique,Yosen (Japon),Raga Darbar,Narayani,Suposhini (Inde)	6 notes	Harmonics.com	0,14,17,7,21,10
0,4,5,7,10	Mixolydien Pentatonique	5 notes	Harmonics.com	0,4,17,7,10
0,1,2,4,6,8,9	Napolitaine Mode Mineur	7 notes	Harmonics.com	0,13,14,4,6,20,21,0,13,14,4,18,20,21
0,1,3,6,7,8,10,11	Neveseri (Grèce)	8 notes	Harmonics.com	0,13,3,18,7,20,10,11,0,13,3,6,7,20,10,11
0,2,5,6,8,9,11	Nohkan (Japon)	7 notes	Harmonics.com	0,14,17,6,20,21,11,0,14,17,18,20,21,11
0,1,4,5,6,9,10,11	Orientale 2	8 notes	Harmonics.com	0,13,4,17,6,21,10,11,0,13,4,17,18,21,10,11
0,1,2,3,5,7,8,10	Aeolien Phrygien 2b 4b 6b,Aeolien Phrygien 3b1 De #	8 notes	Harmonics.com	0,13,14,3,17,7,20,10
0,3,5,7,8,10	Phrygien Hexatonique	6 notes	Harmonics.com	0,3,17,7,20,10
0,1,3,5,6,7,8,10	Locrien Phrygien	8 notes	Harmonics.com	0,13,3,17,6,7,20,10,0,13,3,17,18,7,20,10
0,1,3,5,6,8,10,11	Prokofiev	8 notes	Harmonics.com	0,13,3,17,6,20,10,11,0,13,3,17,18,20,10,11
0,1,4,6,9,10	Prometheus Napolitaine	6 notes	Harmonics.com	0,13,4,18,21,10,0,13,4,6,21,10
0,2,3,5,6,9	Pyramide Hexatonique	6 notes	Harmonics.com	0,14,3,17,6,21,0,14,3,17,18,21
0,2,3,5,9	Raga Abhogi	5 notes	Harmonics.com	0,14,3,17,21
0,2,3,5,8	Raga Audva Tukhari (Inde)	5 notes	Harmonics.com	0,14,3,17,20
0,2,3,5,9,10	Raga Bagesri,Sriranjani,Kapijingla (Inde)	6 notes	Harmonics.com	0,14,3,17,21,10
0,1,4,7,8,11	Raga Bauli (Inde)	6 notes	Harmonics.com	0,13,4,7,20,11
0,3,4,5,7,10	Raga Bhanumanjari (Inde)	6 notes	Harmonics.com	0,3,4,17,7,10
0,1,4,5,6,7,9,11	Raga Bhatiyar (Inde)	8 notes	Harmonics.com	0,13,4,17,6,7,21,11,0,13,4,17,18,7,21,11
0,1,3,6,8,10	Raga Bhavani (Inde)	6 notes	Harmonics.com	0,13,3,6,20,10,0,13,3,18,20,10
0,2,5,7,8,11	Raga Bhinna Pancama (Inde)	6 notes	Harmonics.com	0,14,17,7,20,11
0,4,5,9,11	Raga Bhinna Shadja,Hindolita (Inde)	5 notes	Harmonics.com	0,4,17,21,11
0,2,4,6,7,11	Raga Caturangini (Inde)	6 notes	Harmonics.com	0,14,4,18,7,11,0,14,4,6,7,11
0,1,2,6,7,9	Raga Chandrajyoti (Inde)	6 notes	Harmonics.com	0,13,14,6,7,21,0,13,14,18,7,21
0,3,5,9,10	Raga Chandrakauns Kafi,Surya (Inde)	5 notes	Harmonics.com	0,3,17,21,10
0,3,5,8,11	Raga Chandrakauns Kiravani (Inde)	5 notes	Harmonics.com	0,3,17,20,11
0,3,5,9,11	Raga Chandrakauns Moderne (Inde),Marga Hindola	5 notes	Harmonics.com	0,3,17,21,11
0,1,3,5,8	Raga Chitthakarshini (Inde)	5 notes	Harmonics.com	0,13,3,17,20
0,2,3,6,7,8,9,10	Raga Cintamani (Inde)	8 notes	Harmonics.com	0,14,3,6,7,20,21,10,0,14,3,18,7,20,21,10
0,2,5,7,11	Raga Desh	5 notes	Harmonics.com	0,14,17,7,11
0,1,7,8,11	Raga Deshgaur (Inde)	5 notes	Harmonics.com	0,13,7,20,11
0,5,7,8,11	Raga Devaranjani (Inde)	5 notes	Harmonics.com	0,17,7,20,11
0,1,4,6,7,8	Raga Dhavalangam (Inde)	6 notes	Harmonics.com	0,13,4,18,7,20,0,13,4,6,7,20
0,4,6,7,9	Raga Dhavalashri (Inde)	5 notes	Harmonics.com	0,4,18,7,21,0,4,6,7,21
0,2,4,5,6,7	Raga Dipak (Inde)	6 notes	Harmonics.com	0,14,4,17,18,7,0,14,4,17,6,7
0,1,3,5,7,10	Raga Gandharavam	6 notes	Harmonics.com	0,13,3,17,7,10
0,1,4,5,7,11	Raga Gaula (Inde)	6 notes	Harmonics.com	0,13,4,17,7,11
0,1,5,7,11	Raga Gauri (Inde)	5 notes	Harmonics.com	0,13,17,7,11
0,2,3,5,8,11	Raga Ghantana (Inde)	6 notes	Harmonics.com	0,14,3,17,20,11
0,1,3,6,8,11	Raga Gujari Todi (Inde)	6 notes	Harmonics.com	0,13,3,6,20,11,0,13,3,18,20,11
0,2,4,5,9,11	Raga Hamsa Vinodini (Inde)	6 notes	Harmonics.com	0,14,4,17,21,11
0,2,4,7,11	Raga Hamsadhvani (Inde)	5 notes	Harmonics.com	0,14,4,7,11
0,1,4,6,9,11	Raga Hamsanandi,Puriya (Inde)	6 notes	Harmonics.com	0,13,4,18,21,11,0,13,4,6,21,11
0,3,6,8,10	Raga Harikauns (Inde) (Bémoles),Raga Harikauns (Inde) (Dièses)	5 notes	Harmonics.com	0,3,18,20,10,0,3,6,20,10
0,1,4,6,8,9	Raga Hejjajji (Inde)	6 notes	Harmonics.com	0,13,4,6,20,21,0,13,4,18,20,21
0,4,6,9,11	Raga Hindol (Inde)	5 notes	Harmonics.com	0,4,18,21,11,0,4,6,21,11
0,2,6,7,8,10	Raga Jaganmohanam (Inde)	6 notes	Harmonics.com	0,14,18,7,20,10,0,14,6,7,20,10
0,3,5,6,10	Raga Jayakauns (Inde)	5 notes	Harmonics.com	0,3,17,18,10,0,3,17,6,10
0,1,5,7,9,11	Raga Jivantika (Inde)	6 notes	Harmonics.com	0,13,17,7,21,11
0,3,6,7,10,11	Raga Jivantini,Gaurikriya (Inde)	6 notes	Harmonics.com	0,3,18,7,10,11,0,3,6,7,10,11
0,4,6,7,8,10	Raga Jyoti (Inde)	6 notes	Harmonics.com	0,4,18,7,20,10,0,4,6,7,20,10
0,1,4,7,8,10	Raga Kalagada (Inde)	6 notes	Harmonics.com	0,13,4,7,20,10
0,1,5,7,8,9	Raga Kalakanthi (Inde)	6 notes	Harmonics.com	0,13,17,7,20,21
0,1,4,5,7,9	Raga Kalavati,Ragamalini (Inde)	6 notes	Harmonics.com	0,13,4,17,7,21
0,1,3,7,8,10	Raga Kashyapi (Inde)	6 notes	Harmonics.com	0,13,3,7,20,10
0,4,5,9,10	Raga Khamaji Durga (Inde)	5 notes	Harmonics.com	0,4,17,21,10
0,4,5,7,9,10	Raga Khamas,Baduhari (Inde)	6 notes	Harmonics.com	0,4,17,7,21,10
0,3,5,7,8	Raga Kokil Pancham (Inde)	5 notes	Harmonics.com	0,3,17,7,20
0,2,4,6,11	Raga Kumurdaki (Inde)	5 notes	Harmonics.com	0,14,4,18,11,0,14,4,6,11
0,2,4,7,8,11	Raga Latika	6 notes	Harmonics.com	0,14,4,7,20,11
0,3,6,7,9,10	Raga Madhakauns (Inde)	6 notes	Harmonics.com	0,3,18,7,21,10,0,3,6,7,21,10
0,4,5,7,9,10,11	Raga Madhuri	7 notes	Harmonics.com	0,4,17,7,21,10,11
0,1,4,5,7,8	Raga Malahari (Inde)	6 notes	Harmonics.com	0,13,4,17,7,20
0,2,6,7,10,11	Raga Malarani (Inde)	6 notes	Harmonics.com	0,14,18,7,10,11,0,14,6,7,10,11
0,1,4,7,9,10	Raga Malayamarutam (Inde)	6 notes	Harmonics.com	0,13,4,7,21,10
0,4,7,9,11	Raga Mamata (Inde) Majeur 6e	5 notes	Harmonics.com	0,4,7,21,11
0,1,4,7,10	Raga Manaranjani (Inde)	5 notes	Harmonics.com	0,13,4,7,10
0,2,3,7,9,10	Raga Manavi (Inde)	6 notes	Harmonics.com	0,14,3,7,21,10
0,4,5,7,9	Raga Mand (Inde)	5 notes	Harmonics.com	0,4,17,7,21
0,1,4,6,7,11	Raga Mandari,Gamakakriya (Inde)	6 notes	Harmonics.com	0,13,4,18,7,11,0,13,4,6,7,11
0,3,5,7,9,10	Raga Manohari (Inde)	6 notes	Harmonics.com	0,3,17,7,21,10
0,2,7,9,10	Raga Matha Kokila (Inde)	5 notes	Harmonics.com	0,14,7,21,10
0,2,5,7,10,11	Raga Megh (Inde)	6 notes	Harmonics.com	0,14,17,7,10,11
0,1,4,5,8	Raga Megharanjani (Inde)	5 notes	Harmonics.com	0,13,4,17,20
0,1,4,5,11	Raga Megharanji (Inde)	5 notes	Harmonics.com	0,13,4,17,11
0,2,3,5,7,9,10,11	Raga Mian Ki Malhar,Bahar (Inde)	8 notes	Harmonics.com	0,14,3,17,7,21,10,11
0,2,4,6,9,11	Raga Mrunganandana (Inde)	6 notes	Harmonics.com	0,14,4,18,21,11,0,14,4,6,21,11
0,1,6,7,11	Raga Multani (Inde)	5 notes	Harmonics.com	0,13,18,7,11,0,13,6,7,11
0,1,2,6,7	Raga Nabhomani (Inde)	5 notes	Harmonics.com	0,13,14,6,7,0,13,14,18,7
0,2,5,7,9,11	Raga Nagagandhari (Inde)	6 notes	Harmonics.com	0,14,17,7,21,11
0,2,4,5,7,11	Raga Nalinakanti,Kedaram (Inde)	6 notes	Harmonics.com	0,14,4,17,7,11
0,3,4,5,7,9,10	Raga Nandkauns (Inde),Rock'n Roll	7 notes	Harmonics.com	0,3,4,17,7,21,10
0,2,5,7,8,10	Raga Navamanohari (Inde)	6 notes	Harmonics.com	0,14,17,7,20,10
0,2,6,7,9,11	Raga Nishadi (Inde)	6 notes	Harmonics.com	0,14,18,7,21,11,0,14,6,7,21,11
0,1,5,7,8,11	Raga Padi (Inde)	6 notes	Harmonics.com	0,13,17,7,20,11
0,4,5,7,8,11	Raga Paraju Simhavahini L'inde	6 notes	Harmonics.com	0,4,17,7,20,11
0,1,5,7,8,10	Raga Phenadyuti (Inde)	6 notes	Harmonics.com	0,13,17,7,20,10
0,2,5,8,11	Raga Priyadharshini (Inde)	5 notes	Harmonics.com	0,14,17,20,11
0,5,7,9,11	Raga Puruhutika,Purvaholika (Inde)	5 notes	Harmonics.com	0,17,7,21,11
0,2,4,5,9,10	Raga Rageshri,Nattaikurinji (Inde)	6 notes	Harmonics.com	0,14,4,17,21,10
0,2,4,5,9,10,11	Raga Ragesri (Inde)	7 notes	Harmonics.com	0,14,4,17,21,10,11
0,1,4,5,6,7,8,11	Raga Ramkali (Inde)	8 notes	Harmonics.com	0,13,4,17,6,7,20,11,0,13,4,17,18,7,20,11
0,2,3,6,9,11	Raga Ranjani,Rangini (Inde)	6 notes	Harmonics.com	0,14,3,18,21,11,0,14,3,6,21,11
0,3,4,6,7,11	Raga Rasamanjari (Inde)	6 notes	Harmonics.com	0,3,4,18,7,11,0,3,4,6,7,11
0,1,5,7,9,10	Raga Rasavali (Inde)	6 notes	Harmonics.com	0,13,17,7,21,10
0,2,5,9,11	Raga Rasranjani (Inde)	5 notes	Harmonics.com	0,14,17,21,11
0,1,4,7,8	Raga Reva,Revagupti (Inde)	5 notes	Harmonics.com	0,13,4,7,20
0,1,4,5,9,10	Raga Rudra Pancama (Inde)	6 notes	Harmonics.com	0,13,4,17,21,10
0,1,3,7,9,10	Raga Salagavarali (Inde)	6 notes	Harmonics.com	0,13,3,7,21,10
0,3,6,7,10	Raga Samudhra Priya (Inde),Raga Samudhra Priya (Inde)?	5 notes	Harmonics.com	0,3,18,7,10,0,3,6,7,10
0,2,4,5,8,11	Raga Sarasanana (Inde)	6 notes	Harmonics.com	0,14,4,17,20,11
0,2,6,7,9,10	Raga Sarasvati (Inde)	6 notes	Harmonics.com	0,14,18,7,21,10,0,14,6,7,21,10
0,4,5,7,8,9	Raga Saravati (# 5) (Inde),Raga Saravati (B6) (Inde)	6 notes	Harmonics.com	0,4,17,7,20,21
0,1,6,7,8	Raga Saugandhini,Yashranjani (Inde)	5 notes	Harmonics.com	0,13,6,7,20,0,13,18,7,20
0,1,4,5,7,8,9,11	Raga Saurashtra (Inde)	8 notes	Harmonics.com	0,13,4,17,7,20,21,11
0,3,7,8,10	Raga Shailaja (Inde)	5 notes	Harmonics.com	0,3,7,20,10
0,2,6,7,9	Raga Shri Kalyan	5 notes	Harmonics.com	0,14,6,7,21,0,14,18,7,21
0,2,6,9,11	Raga Shubravarni (Inde)	5 notes	Harmonics.com	0,14,6,21,11,0,14,18,21,11
0,2,3,6,7,10	Raga Simharava (Inde)	6 notes	Harmonics.com	0,14,3,18,7,10,0,14,3,6,7,10
0,2,3,5,7,11	Raga Sindhura Kafi (Inde)	6 notes	Harmonics.com	0,14,3,17,7,11
0,2,4,5,7,10	Raga Siva Kambhoji,Vivardhini (Inde)	6 notes	Harmonics.com	0,14,4,17,7,10
0,1,4,5,8,11	Raga Sohini (Inde)	6 notes	Harmonics.com	0,13,4,17,20,11
0,2,5,7,9,10,11	Raga Sorati (Inde)	7 notes	Harmonics.com	0,14,17,7,21,10,11
0,1,2,5,8,9	Raga Suddha Mukhari (Inde)	6 notes	Harmonics.com	0,13,14,17,20,21
0,2,3,6,7,8	Raga Syamalam (Inde)	6 notes	Harmonics.com	0,14,3,18,7,20,0,14,3,6,7,20
0,3,5,7,8,11	Raga Takka (Inde)	6 notes	Harmonics.com	0,3,17,7,20,11
0,4,5,7,10,11	Raga Tilang,Savitri (Inde)	6 notes	Harmonics.com	0,4,17,7,10,11
0,2,3,7,8,10	Raga Trimurti	6 notes	Harmonics.com	0,14,3,7,20,10
0,2,6,7,11	Raga Vaijayanti (Inde)	5 notes	Harmonics.com	0,14,18,7,11,0,14,6,7,11
0,4,7,9,10	Raga Valaji (Inde)	5 notes	Harmonics.com	0,4,7,21,10
0,1,4,5,9,11	Raga Vasanta,Chayavati (Inde)	6 notes	Harmonics.com	0,13,4,17,21,11
0,1,4,5,8,10	Raga Vasantabhairavi	6 notes	Harmonics.com	0,13,4,17,20,10
0,1,2,6,7,11	Raga Vijayasri (Inde)	6 notes	Harmonics.com	0,13,14,18,7,11,0,13,14,6,7,11
0,4,6,7,10,11	Raga Vijayavasanta (Inde)	6 notes	Harmonics.com	0,4,18,7,10,11,0,4,6,7,10,11
0,1,3,5,8,11	Raga Viyogavarali	6 notes	Harmonics.com	0,13,3,17,20,11
0,4,6,7,9,10	Raga Vutari (Inde)	6 notes	Harmonics.com	0,4,18,7,21,10,0,4,6,7,21,10
0,4,5,7,8	Raga Zilaf (Inde)	5 notes	Harmonics.com	0,4,17,7,20
0,1,3,5,8,10	Ritsu	6 notes	Harmonics.com	0,13,3,17,20,10
0,4,5,8,11	Roumaine Bacovia	5 notes	Harmonics.com	0,4,17,20,11
0,1,4,6,7,9,10	Roumaine Majeure,Purvi Bvii	7 notes	Harmonics.com	0,13,4,18,7,21,10,0,13,4,6,7,21,10
0,2,3,4,7,8,10	Sabach (Grèce)	7 notes	Harmonics.com	0,14,3,4,7,20,10
0,2,4,5,7,9	Écossaise Hexatonique,Arezzo Majeur,Hexacorde Diatonique	6 notes	Harmonics.com	0,14,4,17,7,21
0,3,4,5,6,8,10	Espagnole Heptatonique	7 notes	Harmonics.com	0,3,4,17,18,20,10,0,3,4,17,6,20,10
0,2,3,6,8,10	Takemitsu Tree Line Mode 2	6 notes	Harmonics.com	0,14,3,6,20,10,0,14,3,18,20,10
0,2,3,6,8,11	Takemitsu Tree Line Mode 1	6 notes	Harmonics.com	0,14,3,6,20,11,0,14,3,18,20,11
0,1,3,6,7,9,10	Todi Bvii Mela Sadvidhamargini (Inde)	7 notes	Harmonics.com	0,13,3,18,7,21,10,0,13,3,6,7,21,10
0,2,3,5,7,8,10,11	Utility Minor,Raga Suha (Inde),Grégorien 4	8 notes	Harmonics.com	0,14,3,17,7,20,10,11
0,2,3,5,7,8,9,11	Zirafkend (Arabie)	8 notes	Harmonics.com	0,14,3,17,7,20,21,11
